t_s,torque_cmd_nm,torque_em_nm,copper_loss_w,core_loss_w,magnet_loss_w,total_loss_w,temp_c,phase_res_ohm
1.000000000000000021e-02,1.850133293425721703e+01,1.846467594690820491e+01,1.236683512725052481e+01,1.408323501607157823e+03,2.358247622021185180e+03,3.778937958755593627e+03,2.501451507741744251e+01,2.349292473219642685e-02
1.010000000000000134e-02,1.850631944951961572e+01,1.846967316722157548e+01,1.237353680487816199e+01,1.408458581364381189e+03,2.358584030768205139e+03,3.779416148937464641e+03,2.501466043833641351e+01,2.349293789193329651e-02
1.020000000000000073e-02,1.851130516523449288e+01,1.847466900698312386e+01,1.238023845221461627e+01,1.408593659987802312e+03,2.358920454202679593e+03,3.779894352642696504e+03,2.501480581763540911e+01,2.349295105333429334e-02
1.030000000000000013e-02,1.851629007352872591e+01,1.847966353496859426e+01,1.238694015996118125e+01,1.408728737810469966e+03,2.359256892870189404e+03,3.780372570840620483e+03,2.501495121531498711e+01,2.349296421639947285e-02
1.040000000000000126e-02,1.852127416653045699e+01,1.848465681075601807e+01,1.239364200658558524e+01,1.408863815119327001e+03,2.359593347239197556e+03,3.780850804365109980e+03,2.501509663137573369e+01,2.349297738112888709e-02
1.050000000000000065e-02,1.852625743636912858e+01,1.848964888582959176e+01,1.240034405978593846e+01,1.408998892160726882e+03,2.359929817710271891e+03,3.781329053930784539e+03,2.501524206581826704e+01,2.349299054752258462e-02
1.060000000000000005e-02,1.853123987517547633e+01,1.849463980455109890e+01,1.240704637777930763e+01,1.409133969145306992e+03,2.360266304624232362e+03,3.781807320147318933e+03,2.501538751864322307e+01,2.349300371558062095e-02
1.070000000000000118e-02,1.853622147508155038e+01,1.849962960501475351e+01,1.241374901043604240e+01,1.409269046252272574e+03,2.360602808269308298e+03,3.782285603532016921e+03,2.501553298985126261e+01,2.349301688530305507e-02
1.080000000000000057e-02,1.854120222822072250e+01,1.850461831979946581e+01,1.242045200027821039e+01,1.409404123633159543e+03,2.360939328887434840e+03,3.782763904520872529e+03,2.501567847944306067e+01,2.349303005668995289e-02
1.089999999999999997e-02,1.854618212672770028e+01,1.850960597663085849e+01,1.242715538335847469e+01,1.409539201415155503e+03,2.361275866679805404e+03,3.783242223478319374e+03,2.501582398741930646e+01,2.349304322974136647e-02
1.100000000000000110e-02,1.855116116273855198e+01,1.851459259896378029e+01,1.243385919003374696e+01,1.409674279704015589e+03,2.361612421811740660e+03,3.783720560705789921e+03,2.501596951378070344e+01,2.349305640445736171e-02
1.110000000000000049e-02,1.855613932839069591e+01,1.851957820649500874e+01,1.244056344564615912e+01,1.409809358586636336e+03,2.361948994416998175e+03,3.784198916449280659e+03,2.501611505852795858e+01,2.349306958083800106e-02
1.119999999999999989e-02,1.856111661582292882e+01,1.852456281561435958e+01,1.244726817112254302e+01,1.409944438133312360e+03,2.362285584601547271e+03,3.784677290905981863e+03,2.501626062166179310e+01,2.349308275888335046e-02
1.130000000000000102e-02,1.856609301717543303e+01,1.852954643980168825e+01,1.245397338350202077e+01,1.410079518399727021e+03,2.362622192446892313e+03,3.785155684230121551e+03,2.501640620318292818e+01,2.349309593859347234e-02
1.140000000000000041e-02,1.857106852458979418e+01,1.853452908997626380e+01,1.246067909640054161e+01,1.410214599428702968e+03,2.362958818013001292e+03,3.785634096538105041e+03,2.501655180309209214e+01,2.349310911996843262e-02
1.149999999999999981e-02,1.857604313020900832e+01,1.853951077480419229e+01,1.246738532041968028e+01,1.410349681251746460e+03,2.363295461340896509e+03,3.786112527913062877e+03,2.501669742139002039e+01,2.349312230300830071e-02
1.160000000000000094e-02,1.858101682617749262e+01,1.854449150096898791e+01,1.247409206350654998e+01,1.410484763890399336e+03,2.363632122454901946e+03,3.786590978408808041e+03,2.501684305807744479e+01,2.349313548771314250e-02
1.170000000000000033e-02,1.858598960464109950e+01,1.854947127340964386e+01,1.248079933127057828e+01,1.410619847357439085e+03,2.363968801364664614e+03,3.787069448053374344e+03,2.501698871315510075e+01,2.349314867408302393e-02
1.179999999999999973e-02,1.859096145774713449e+01,1.855445009553013946e+01,1.248750712726237033e+01,1.410754931657918405e+03,2.364305498066883047e+03,3.787547936852063685e+03,2.501713438662372369e+01,2.349316186211800744e-02
1.190000000000000085e-02,1.859593237764436324e+01,1.855942796938384731e+01,1.249421545321917471e+01,1.410890016790104028e+03,2.364642212546882547e+03,3.788026444790205460e+03,2.501728007848404545e+01,2.349317505181816590e-02
1.200000000000000025e-02,1.860090235648302937e+01,1.856440489583575015e+01,1.250092430928093101e+01,1.411025102746277526e+03,2.364978944779953508e+03,3.788504971835512151e+03,2.501742578873680145e+01,2.349318824318355481e-02
1.210000000000000138e-02,1.860587138641485083e+01,1.856938087470524223e+01,1.250763369418051418e+01,1.411160189513460637e+03,2.365315694732566499e+03,3.788983517940207548e+03,2.501757151738272356e+01,2.349320143621425744e-02
1.220000000000000077e-02,1.861083945959305197e+01,1.857435590489177812e+01,1.251434360541107971e+01,1.411295277074038495e+03,2.365652462363409541e+03,3.789462083042859376e+03,2.501771726442254007e+01,2.349321463091032583e-02
1.230000000000000017e-02,1.861580656817237056e+01,1.857932998448544737e+01,1.252105403937352435e+01,1.411430365406321016e+03,2.365989247624336258e+03,3.789940667070030941e+03,2.501786302985697574e+01,2.349322782727183284e-02
1.240000000000000130e-02,1.862077270430906495e+01,1.858430311086428333e+01,1.252776499150614420e+01,1.411565454485025384e+03,2.366326050461165778e+03,3.790419269937697209e+03,2.501800881368675888e+01,2.349324102529884092e-02
1.250000000000000069e-02,1.862573786016092470e+01,1.858927528077988001e+01,1.253447645639885977e+01,1.411700544281709426e+03,2.366662870814407597e+03,3.790897891552515830e+03,2.501815461591260359e+01,2.349325422499141947e-02
1.260000000000000009e-02,1.863070202788729191e+01,1.859424649043277000e+01,1.254118842789374710e+01,1.411835634765147233e+03,2.366999708619897774e+03,3.791376531812938993e+03,2.501830043653522750e+01,2.349326742634962745e-02
1.270000000000000122e-02,1.863566519964906831e+01,1.859921673553872523e+01,1.254790089917349682e+01,1.411970725901664764e+03,2.367336563809350082e+03,3.791855190610188401e+03,2.501844627555534117e+01,2.349328062937353426e-02
1.280000000000000061e-02,1.864062736760872596e+01,1.860418601138712802e+01,1.255461386283932512e+01,1.412105817655429519e+03,2.367673436310851685e+03,3.792333867829120209e+03,2.501859213297365159e+01,2.349329383406320929e-02
1.290000000000000001e-02,1.864558852393033206e+01,1.860915431289231137e+01,1.256132731097953048e+01,1.412240909988709291e+03,2.368010326049285595e+03,3.792812563348974436e+03,2.501873800879086218e+01,2.349330704041870457e-02
1.300000000000000114e-02,1.865054866077953477e+01,1.861412163463877789e+01,1.256804123522986316e+01,1.412376002862102951e+03,2.368347232946725399e+03,3.793291277044058006e+03,2.501888390300766929e+01,2.349332024844008951e-02
1.310000000000000053e-02,1.865550777032360585e+01,1.861908797092095824e+01,1.257475562682665071e+01,1.412511096234732122e+03,2.368684156922749480e+03,3.793770008784308175e+03,2.501902981562476924e+01,2.349333345812742654e-02
1.319999999999999993e-02,1.866046584473143355e+01,1.862405331577821244e+01,1.258147047665356055e+01,1.412646190064424445e+03,2.369021097894754348e+03,3.794248758435832315e+03,2.501917574664284416e+01,2.349334666948078507e-02
1.330000000000000106e-02,1.866542287617354035e+01,1.862901766302565321e+01,1.258818577528280969e+01,1.412781284307865462e+03,2.369358055778201560e+03,3.794727525861349932e+03,2.501932169606257972e+01,2.349335988250022059e-02
1.340000000000000045e-02,1.867037885682209719e+01,1.863398100628122478e+01,1.259490151301134375e+01,1.412916378920731177e+03,2.369695030486847372e+03,3.795206310920590113e+03,2.501946766388465093e+01,2.349337309718579556e-02
1.349999999999999985e-02,1.867533377885093415e+01,1.863894333898959133e+01,1.260161767989283277e+01,1.413051473857817882e+03,2.370032021932952375e+03,3.795685113470663055e+03,2.501961365010972926e+01,2.349338631353756895e-02
1.360000000000000098e-02,1.868028763443555818e+01,1.864390465444310507e+01,1.260833426576567895e+01,1.413186569073134478e+03,2.370369030027442022e+03,3.796163933366342462e+03,2.501975965473847907e+01,2.349339953155560670e-02
1.370000000000000037e-02,1.868524041575314598e+01,1.864886494580031240e+01,1.261505126027780932e+01,1.413321664520004560e+03,2.370706054680075340e+03,3.796642770460357497e+03,2.501990567777156116e+01,2.349341275123996431e-02
1.380000000000000150e-02,1.869019211498258670e+01,1.865382420610218261e+01,1.262176865290840411e+01,1.413456760151146227e+03,2.371043095799576349e+03,3.797121624603631062e+03,2.502005171920962923e+01,2.349342597259070423e-02
1.390000000000000090e-02,1.869514272430446766e+01,1.865878242828645739e+01,1.262848643298708673e+01,1.413591855918741430e+03,2.371380153293754574e+03,3.797600495645483079e+03,2.502019777905333342e+01,2.349343919560788890e-02
1.400000000000000029e-02,1.870009223590110281e+01,1.866373960520021669e+01,1.263520458971077431e+01,1.413726951774500549e+03,2.371717227069610544e+03,3.798079383433821931e+03,2.502034385730331323e+01,2.349345242029156691e-02
1.410000000000000142e-02,1.870504064195653982e+01,1.866869572961097745e+01,1.264192311215857067e+01,1.413862047669721505e+03,2.372054317033434018e+03,3.798558287815314088e+03,2.502048995396020814e+01,2.349346564664180417e-02
1.420000000000000082e-02,1.870998793465656718e+01,1.867365079421644580e+01,1.264864198930480832e+01,1.413997143555333651e+03,2.372391423090879471e+03,3.799037208635518255e+03,2.502063606902464699e+01,2.349347887465865967e-02
1.430000000000000021e-02,1.871493410618873199e+01,1.867860479165312171e+01,1.265536121003058767e+01,1.414132239381941872e+03,2.372728545147039767e+03,3.799516145739012245e+03,2.502078220249725504e+01,2.349349210434219237e-02
1.440000000000000134e-02,1.871987914874235770e+01,1.868355771450383074e+01,1.266208076313391473e+01,1.414267335099869115e+03,2.373065683106515280e+03,3.799995098969518040e+03,2.502092835437865048e+01,2.349350533569244739e-02
1.450000000000000074e-02,1.872482305450854767e+01,1.868850955530439961e+01,1.266880063733862904e+01,1.414402430659181846e+03,2.373402836873457545e+03,3.800474068169977727e+03,2.502107452466944792e+01,2.349351856870948718e-02
1.460000000000000013e-02,1.872976581568019938e+01,1.869346030654949331e+01,1.267552082130225521e+01,1.414537526009728708e+03,2.373740006351636566e+03,3.800953053182667645e+03,2.502122071337025133e+01,2.349353180339337072e-02
1.470000000000000126e-02,1.873470742445201864e+01,1.869840996069779493e+01,1.268224130362295732e+01,1.414672621101160075e+03,2.374077191444469918e+03,3.801432053849252952e+03,2.502136692048166466e+01,2.349354503974415004e-02
1.480000000000000066e-02,1.873964787302053026e+01,1.870335851017652118e+01,1.268896207284559274e+01,1.414807715882951697e+03,2.374414392055064127e+03,3.801911070010861295e+03,2.502151314600427767e+01,2.349355827776187719e-02
1.490000000000000005e-02,1.874458715358408867e+01,1.870830594738542985e+01,1.269568311746713363e+01,1.414942810304426757e+03,2.374751608086251053e+03,3.802390101508144653e+03,2.502165938993868366e+01,2.349357151744661115e-02
1.500000000000000118e-02,1.874952525834289929e+01,1.871325226470032632e+01,1.270240442594135288e+01,1.415077904314773377e+03,2.375088839440618358e+03,3.802869148181333003e+03,2.502180565228546172e+01,2.349358475879840050e-02
1.510000000000000057e-02,1.875446217949901850e+01,1.871819745447616867e+01,1.270912598668303239e+01,1.415212997863057808e+03,2.375426086020529510e+03,3.803348209870270239e+03,2.502195193304518739e+01,2.349359800181729727e-02
1.519999999999999997e-02,1.875939790925637496e+01,1.872314150904979613e+01,1.271584778807159921e+01,1.415348090898240116e+03,2.375763347728152894e+03,3.803827286414464652e+03,2.502209823221843266e+01,2.349361124650336044e-02
1.530000000000000110e-02,1.876433243982078025e+01,1.872808442074231650e+01,1.272256981845438162e+01,1.415483183369186236e+03,2.376100624465477722e+03,3.804306377653118034e+03,2.502224454980575885e+01,2.349362449285663512e-02
1.540000000000000049e-02,1.876926576339993247e+01,1.873302618186122714e+01,1.272929206614945308e+01,1.415618275224678428e+03,2.376437916134337229e+03,3.804785483425164784e+03,2.502239088580772375e+01,2.349363774087717682e-02
1.549999999999999989e-02,1.877419787220344105e+01,1.873796678470229082e+01,1.273601451944814933e+01,1.415753366413423691e+03,2.376775222636419585e+03,3.805264603569291467e+03,2.502253724022487802e+01,2.349365099056503065e-02
1.560000000000000102e-02,1.877912875844283391e+01,1.874290622155115926e+01,1.274273716661729061e+01,1.415888456884063089e+03,2.377112543873280174e+03,3.805743737923960452e+03,2.502268361305776878e+01,2.349366424192025210e-02
1.570000000000000215e-02,1.878405841433157164e+01,1.874784448468480846e+01,1.274945999590110368e+01,1.416023546585178792e+03,2.377449879746361603e+03,3.806222886327441302e+03,2.502283000430693249e+01,2.349367749494288629e-02
1.580000000000000154e-02,1.878898683208505105e+01,1.875278156637283544e+01,1.275618299552298218e+01,1.416158635465301813e+03,2.377787230156997794e+03,3.806702048617822584e+03,2.502297641397290562e+01,2.349369074963298179e-02
1.590000000000000094e-02,1.879391400392063005e+01,1.875771745887857023e+01,1.276290615368698411e+01,1.416293723472913143e+03,2.378124595006424443e+03,3.807181224633024613e+03,2.502312284205621040e+01,2.349370400599059411e-02
1.600000000000000033e-02,1.879883992205762766e+01,1.876265215446005641e+01,1.276962945857918363e+01,1.416428810556454209e+03,2.378461974195788116e+03,3.807660414210821727e+03,2.502326928855736909e+01,2.349371726401575794e-02
1.609999999999999973e-02,1.880376457871735241e+01,1.876758564537093577e+01,1.277635289836884525e+01,1.416563896664329604e+03,2.378799367626158073e+03,3.808139617188856391e+03,2.502341575347689329e+01,2.349373052370853573e-02
1.619999999999999912e-02,1.880868796612309524e+01,1.877251792386119078e+01,1.278307646120946117e+01,1.416698981744906177e+03,2.379136775198518535e+03,3.808618833404634188e+03,2.502356223681529457e+01,2.349374378506895525e-02
1.630000000000000199e-02,1.881361007650015438e+01,1.877744898217786584e+01,1.278980013523970527e+01,1.416834065746525994e+03,2.379474196813797789e+03,3.809098062695563385e+03,2.502370873857307032e+01,2.349375704809708240e-02
1.640000000000000138e-02,1.881853090207584955e+01,1.878237881256562503e+01,1.279652390858421995e+01,1.416969148617499741e+03,2.379811632372847725e+03,3.809577304898931743e+03,2.502385525875071792e+01,2.349377031279294842e-02
1.650000000000000078e-02,1.882345043507952553e+01,1.878730740726728854e+01,1.280324776935434805e+01,1.417104230306114687e+03,2.380149081776464755e+03,3.810056559851933798e+03,2.502400179734872410e+01,2.349378357915660881e-02
1.660000000000000017e-02,1.882836866774256634e+01,1.879223475852432301e+01,1.280997170564875987e+01,1.417239310760637409e+03,2.380486544925392991e+03,3.810535827391679049e+03,2.502414835436757201e+01,2.349379684718809827e-02
1.669999999999999957e-02,1.883328559229840948e+01,1.879716085857721453e+01,1.281669570555405002e+01,1.417374389929311974e+03,2.380824021720319706e+03,3.811015107355186046e+03,2.502429492980773773e+01,2.349381011688746884e-02
1.680000000000000243e-02,1.883820120098256368e+01,1.880208569966585941e+01,1.282341975714519577e+01,1.417509467760366533e+03,2.381161512061883059e+03,3.811494399579394667e+03,2.502444152366969377e+01,2.349382338825475522e-02
1.690000000000000183e-02,1.884311548603260889e+01,1.880700927402986977e+01,1.283014384848602951e+01,1.417644544202009911e+03,2.381499015850677551e+03,3.811973703901173394e+03,2.502458813595390197e+01,2.349383666129000597e-02
1.700000000000000122e-02,1.884802843968821762e+01,1.881193157390886839e+01,1.283686796762962246e+01,1.417779619202437516e+03,2.381836532987248120e+03,3.812453020157315223e+03,2.502473476666082064e+01,2.349384993599325927e-02
1.710000000000000062e-02,1.885294005419116914e+01,1.881685259154274448e+01,1.284359210261864881e+01,1.417914692709831115e+03,2.382174063372103774e+03,3.812932348184553575e+03,2.502488141579089742e+01,2.349386321236455674e-02
1.720000000000000001e-02,1.885785032178535303e+01,1.882177231917185978e+01,1.285031624148568419e+01,1.418049764672357696e+03,2.382511606905707140e+03,3.813411687819550480e+03,2.502502808334457995e+01,2.349387649040394349e-02
1.729999999999999941e-02,1.886275923471678340e+01,1.882669074903724749e+01,1.285704037225347030e+01,1.418184835038173787e+03,2.382849163488487648e+03,3.813891038898915212e+03,2.502517476932230878e+01,2.349388977011145421e-02
1.740000000000000227e-02,1.886766678523362017e+01,1.883160787338081121e+01,1.286376448293520269e+01,1.418319903755424775e+03,2.383186733020833799e+03,3.814370401259193841e+03,2.502532147372451377e+01,2.349390305148713748e-02
1.750000000000000167e-02,1.887257296558616915e+01,1.883652368444545289e+01,1.287048856153469956e+01,1.418454970772246497e+03,2.383524315403102264e+03,3.814849774736883774e+03,2.502546819655162125e+01,2.349391633453102105e-02
1.760000000000000106e-02,1.887747776802690325e+01,1.884143817447522906e+01,1.287721259604667168e+01,1.418590036036763649e+03,2.383861910535610605e+03,3.815329159168421029e+03,2.502561493780405044e+01,2.349392961924315001e-02
1.770000000000000046e-02,1.888238118481046968e+01,1.884635133571546106e+01,1.288393657445681661e+01,1.418725099497092970e+03,2.384199518318645005e+03,3.815808554390194786e+03,2.502576169748221702e+01,2.349394290562356602e-02
1.779999999999999985e-02,1.888728320819370055e+01,1.885126316041284866e+01,1.289066048474202830e+01,1.418860161101344147e+03,2.384537138652461181e+03,3.816287960238547385e+03,2.502590847558652598e+01,2.349395619367229682e-02
1.789999999999999925e-02,1.889218383043563776e+01,1.885617364081558378e+01,1.289738431487055870e+01,1.418995220797617776e+03,2.384874771437281652e+03,3.816767376549770233e+03,2.502605527211737879e+01,2.349396948338938057e-02
1.800000000000000211e-02,1.889708304379752590e+01,1.886108276917341442e+01,1.290410805280209416e+01,1.419130278534005811e+03,2.385212416573293012e+03,3.817246803160101081e+03,2.502620208707516980e+01,2.349398277477486585e-02
1.810000000000000150e-02,1.890198084054283711e+01,1.886599053773774770e+01,1.291083168648791180e+01,1.419265334258596340e+03,2.385550073960660939e+03,3.817726239905745388e+03,2.502634892046028625e+01,2.349399606782877348e-02
1.820000000000000090e-02,1.890687721293728529e+01,1.887089693876168894e+01,1.291755520387098777e+01,1.419400387919468585e+03,2.385887743499513363e+03,3.818205686622853136e+03,2.502649577227311184e+01,2.349400936255115202e-02
1.830000000000000029e-02,1.891177215324882965e+01,1.887580196450014824e+01,1.292427859288607550e+01,1.419535439464697674e+03,2.386225425089956389e+03,3.818685143147540202e+03,2.502664264251402315e+01,2.349402265894202230e-02
1.839999999999999969e-02,1.891666565374769249e+01,1.888070560720985114e+01,1.293100184145979981e+01,1.419670488842349414e+03,2.386563118632059286e+03,3.819164609315868802e+03,2.502678953118338612e+01,2.349403595700142941e-02
1.850000000000000255e-02,1.892155770670636272e+01,1.888560785914943807e+01,1.293772493751075636e+01,1.419805536000488019e+03,2.386900824025869042e+03,3.819644084963867499e+03,2.502693643828156667e+01,2.349404925672939765e-02
1.860000000000000195e-02,1.892644830439962433e+01,1.889050871257945730e+01,1.294444786894956678e+01,1.419940580887169062e+03,2.387238541171404449e+03,3.820123569927523022e+03,2.502708336380892007e+01,2.349406255812596864e-02
1.870000000000000134e-02,1.893133743910455991e+01,1.889540815976246790e+01,1.295117062367896565e+01,1.420075623450444482e+03,2.387576269968653833e+03,3.820603064042777078e+03,2.502723030776579805e+01,2.349407586119116667e-02
1.880000000000000074e-02,1.893622510310055418e+01,1.890030619296303982e+01,1.295789318959386094e+01,1.420210663638360529e+03,2.387914010317581415e+03,3.821082567145535904e+03,2.502737727015254166e+01,2.349408916592503338e-02
1.890000000000000013e-02,1.894111128866931892e+01,1.890520280444779289e+01,1.296461555458137838e+01,1.420345701398959818e+03,2.388251762118123224e+03,3.821562079071664357e+03,2.502752425096949196e+01,2.349410247232758958e-02
1.899999999999999953e-02,1.894599598809490004e+01,1.891009798648544660e+01,1.297133770652094853e+01,1.420480736680279279e+03,2.388589525270190279e+03,3.822041599656990456e+03,2.502767125021697936e+01,2.349411578039886997e-02
1.910000000000000239e-02,1.895087919366368823e+01,1.891499173134683787e+01,1.297805963328434053e+01,1.420615769430351520e+03,2.388927299673667221e+03,3.822521128737303115e+03,2.502781826789532715e+01,2.349412909013890577e-02
1.920000000000000179e-02,1.895576089766444383e+01,1.891988403130494589e+01,1.298478132273571006e+01,1.420750799597204605e+03,2.389265085228410044e+03,3.823000666148350319e+03,2.502796530400485864e+01,2.349414240154772474e-02
1.930000000000000118e-02,1.896064109238827911e+01,1.892477487863494900e+01,1.299150276273167748e+01,1.420885827128863411e+03,2.389602881834252912e+03,3.823480211725847767e+03,2.502811235854588290e+01,2.349415571462536156e-02
1.940000000000000058e-02,1.896551977012870793e+01,1.892966426561419979e+01,1.299822394112131896e+01,1.421020851973348272e+03,2.389940689391002707e+03,3.823959765305472501e+03,2.502825943151870547e+01,2.349416902937183360e-02
1.949999999999999997e-02,1.897039692318162807e+01,1.893455218452229261e+01,1.300494484574627663e+01,1.421155874078675424e+03,2.390278507798441751e+03,3.824439326722863370e+03,2.502840652292362833e+01,2.349418234578717901e-02
1.959999999999999937e-02,1.897527254384535311e+01,1.893943862764106001e+01,1.301166546444073902e+01,1.421290893392856788e+03,2.390616336956325540e+03,3.824918895813622839e+03,2.502855363276094280e+01,2.349419566387141167e-02
1.970000000000000223e-02,1.898014662442060896e+01,1.894432358725460475e+01,1.301838578503153876e+01,1.421425909863902689e+03,2.390954176764390468e+03,3.825398472413324725e+03,2.502870076103094021e+01,2.349420898362457669e-02
1.980000000000000163e-02,1.898501915721055866e+01,1.894920705564931751e+01,1.302510579533814195e+01,1.421560923439816634e+03,2.391292027122337913e+03,3.825878056357492824e+03,2.502884790773389767e+01,2.349422230504668793e-02
1.990000000000000102e-02,1.898989013452080954e+01,1.895408902511389471e+01,1.303182548317271205e+01,1.421695934068602128e+03,2.391629887929856523e+03,3.826357647481631375e+03,2.502899507287009229e+01,2.349423562813776969e-02
2.000000000000000042e-02,1.899475954865942029e+01,1.895896948793935621e+01,1.303854483634015970e+01,1.421830941698257448e+03,2.391967759086603564e+03,3.826837245621200964e+03,2.502914225643979051e+01,2.349424895289785320e-02
